Id,method,comment,isConsistent,tokensLength
7799,"@PreAuthorize(Constant.ACCESS_HAS_ROLE_ADMIN + "" or hasPermission(#cube, 'ADMINISTRATION') or hasPermission(#cube, 'OPERATION')  or hasPermission(#cube, 'MANAGEMENT')"")
    public CubeInstance enableCube(CubeInstance cube) throws IOException, JobException {
        String cubeName = cube.getName();

        RealizationStatusEnum ostatus = cube.getStatus();
        if (!cube.getStatus().equals(RealizationStatusEnum.DISABLED)) {
            throw new InternalErrorException(""Only disabled cube can be enabled, status of "" + cubeName + "" is "" + ostatus);
        }

        if (cube.getSegments(SegmentStatusEnum.READY).size() == 0) {
            throw new InternalErrorException(""Cube "" + cubeName + "" dosen't contain any READY segment"");
        }

        final List<CubingJob> cubingJobs = listAllCubingJobs(cube.getName(), null, EnumSet.of(ExecutableState.READY, ExecutableState.RUNNING));
        if (!cubingJobs.isEmpty()) {
            throw new JobException(""Enable is not allowed with a running job."");
        }
        if (!cube.getDescriptor().calculateSignature().equals(cube.getDescriptor().getSignature())) {
            this.releaseAllSegments(cube);
        }

        cube.setStatus(RealizationStatusEnum.READY);
        try {
            return getCubeManager().updateCube(cube);
        } catch (IOException e) {
            cube.setStatus(ostatus);
            throw e;
        }
    }",Update a cube status from disable to ready.,0,344
7191,"private int rmInternal(String path, boolean mustBeFile) {
    final AlluxioURI turi = mPathResolverCache.getUnchecked(path);

    try {
      if (!mFileSystem.exists(turi)) {
        LOG.error(""File {} does not exist"", turi);
        return -ErrorCodes.ENOENT();
      }
      final URIStatus status = mFileSystem.getStatus(turi);
      if (mustBeFile && status.isFolder()) {
        LOG.error(""File {} is a directory"", turi);
        return -ErrorCodes.EISDIR();
      }

      mFileSystem.delete(turi);
    } catch (FileDoesNotExistException e) {
      LOG.debug(""File does not exist {}"", path, e);
      return -ErrorCodes.ENOENT();
    } catch (IOException e) {
      LOG.error(""IOException on {}"", path, e);
      return -ErrorCodes.EIO();
    } catch (DirectoryNotEmptyException e) {
      LOG.error(""{} is not empty"", path, e);
      return -ErrorCodes.ENOTEMPTY();
    } catch (AlluxioException e) {
      LOG.error(""AlluxioException on {}"", path, e);
      return -ErrorCodes.EFAULT();
    } catch (Throwable e) {
      LOG.error(""Unexpected exception on {}"", path, e);
      return -ErrorCodes.EFAULT();
    }

    return 0;
  }",Convenience internal method to remove files or directories.,0,375
7154,"public JobExecutionResult execute(String jobName) throws Exception {
		return ClusterUtil.runOnMiniCluster(this.streamGraph.getJobGraph(jobName), getParallelism(),
																		getConfig().isSysoutLoggingEnabled());
	}",Executes the JobGraph of the on a mini cluster of CLusterUtil with a user specified name.,0,53
6107,"public String toString() {
        // Note:  the toString() method is also used for serialization and deserialization.  So
        // toString() and parse() must always return objects that return true when you call equals()
        if (mValue.length == 2) {
            return Integer.toString(toInt());
        }
        if (mValue.length == 16) {
            return toUuid().toString();
        }
        return ""0x"" + toHexString();
    }",Represents the value as a String.,0,96
6115,"public Set<DocumentedTypeDTO> getFlowFileProcessorTypes(final String bundleGroupFilter, final String bundleArtifactFilter, final String typeFilter) {
        return dtoFactory.fromDocumentedTypes(ExtensionManager.getExtensions(Processor.class), bundleGroupFilter, bundleArtifactFilter, typeFilter);
    }",Gets the FlowFileProcessor types that this controller supports.,0,62
6889,"protected String getValue(Item item)
    {
        // The overall array and each element are guaranteed non-null
        List<MetadataValue> dcvalues = itemService.getMetadata(item, MetadataSchema.DC_SCHEMA, element, qualifier, language);

        if (dcvalues.size() == 0)
        {
            return null;
        }

        if (dcvalues.size() == 1)
        {
            return normalizeTitle(dcvalues.get(0));
        }

        // We want to sort using Strings, but also keep track of
        // which Metadatum the value came from.
        Map<String, Integer> values = new HashMap<String, Integer>();

        for (int i = 0; i < dcvalues.size(); i++)
        {
            String value = dcvalues.get(i).getValue();

            if (value != null)
            {
                values.put(value, i);
            }
        }

        if (values.size() == 0)
        {
            return null;
        }

        Set<String> valueSet = values.keySet();
        String chosen = max ? Collections.max(valueSet)
                : Collections.min(valueSet);

        int index = values.get(chosen);

        return normalizeTitle(dcvalues.get(index));
    }",Choose the canonical value from an item for comparison.,0,344
6180,"public SipMessageFactory getMessageFactory()
    {
        if (messageFactory == null)
        {
            messageFactory =
                new SipMessageFactory(this, new MessageFactoryImpl());
        }
        return messageFactory;
    }",Returns the Message Factory used to create SIP messages.,0,59
5434,"public static BrowseInfo getItemsByTitle(BrowseScope scope)
        throws SQLException
    {
        scope.setBrowseType(ITEMS_BY_TITLE_BROWSE);
        scope.setAscending(true);
        scope.setSortByTitle(null);

        return doBrowse(scope);
    }",Return Items indexed by title in the given scope.,0,61
7230,"public static Type codeToType(final byte b) {
      for (Type t : Type.values()) {
        if (t.getCode() == b) {
          return t;
        }
      }
      throw new RuntimeException(""Unknown code "" + b);
    }",Cannot rely on enum ordinals .,0,86
5345,"protected List<Product> getProducts(QueryResponse response) {
        final List<Long> productIds = new ArrayList<Long>();
        SolrDocumentList docs = response.getResults();
        for (SolrDocument doc : docs) {
            productIds.add((Long) doc.getFieldValue(shs.getProductIdFieldName()));
        }

        List<Product> products = productDao.readProductsByIds(productIds);

        // We have to sort the products list by the order of the productIds list to maintain sortability in the UI
        if (products != null) {
            Collections.sort(products, new Comparator<Product>() {
                public int compare(Product o1, Product o2) {
                    return new Integer(productIds.indexOf(o1.getId())).compareTo(productIds.indexOf(o2.getId()));
                }
            });
        }

        return products;
    }","Given a list of product IDs from solr, this method will look up the IDs via the productDao and build out actual Product instances.",0,222
7004,"public long getLargestFileSize(Text midKey) throws IOException {
    long maxSize = 0L;
    if (this.mapFiles.size() <= 0) {
      return maxSize;
    }
    
    
    long mapIndex = 0L;

    // Iterate through all the MapFiles
    
    for(Iterator<Map.Entry<Long, HStoreFile>> it = mapFiles.entrySet().iterator();
        it.hasNext(); ) {
      
      Map.Entry<Long, HStoreFile> e = it.next();
      HStoreFile curHSF = e.getValue();
      long size = fs.getLength(new Path(curHSF.getMapFilePath(), MapFile.DATA_FILE_NAME));
      
      if(size > maxSize) {              // This is the largest one so far
        maxSize = size;
        mapIndex = e.getKey();
      }
    }

    MapFile.Reader r = maps.get(mapIndex);
    
    synchronized(r) {
      midKey.set(((HStoreKey)r.midKey()).getRow());
    }
    
    return maxSize;
  }",Gets the size of the largest MapFile and its mid key.,0,294
5580,"public static boolean isNotEmpty(final double[] array) {
        return array != null && array.length != 0;
    }",Checks if an array of primitive doubles is not empty and not  null.,0,45
6970,"protected FactoryBuilderSupport getProxyBuilder() {
        FactoryBuilderSupport proxy = _localProxyBuilder.get();
        if (proxy == null) {
            return _globalProxyBuilder;
        } else {
            return proxy;
        }
    }","Proxy builders are useful for changing the building context, thus enabling mix &amp; match builders.",0,63
6666,"public Iterator<GenericDetail> getAllDetailsForContact(Contact contact)
    {
        if(isPrivateMessagingContact(contact) ||!(contact instanceof ContactJabberImpl))
            return new LinkedList<GenericDetail>().iterator();

        List<GenericDetail> details
            = infoRetreiver.getContactDetails(((ContactJabberImpl) contact)
                .getAddressAsJid()
                .asEntityBareJidOrThrow());

        if(details == null)
            return new LinkedList<GenericDetail>().iterator();
        else
            return new LinkedList<>(details).iterator();
    }",request the full info for the given uin waits and return this details,0,144
5387,"public boolean isCloseTag()
    {
        if (position == (text.length() - 1)) {
            return false;
        }
        return (text.charAt(position + 1) == '/');
    }",Indicates if this tag is a close (end) tag.,0,69
7008,"public ObjectArray<InDoubtTransaction> getInDoubtTransactions() {
        if (pageStore != null) {
            return pageStore.getInDoubtTransactions();
        }
        return inDoubtTransactions;
    }",Get the list of in-doubt transactions.,0,49
5926,"public SampleResult sample() {
        SampleResult res = null;
        try {
            if (PROTOCOL_FILE.equalsIgnoreCase(getProtocol())){
                res = fileSample(new URI(PROTOCOL_FILE,getPath(),null));
            } else {
                res = sample(getUrl(), getMethod(), false, 0);
            }
            res.setSampleLabel(getName());
            return res;
        } catch (Exception e) {
            return errorResult(e, new HTTPSampleResult());
        }
    }","Perform a sample, and return the results",0,148
